ATC	MEGNEV	ANGOL	HATOANYAG	KIHIRDETES_ID
"A10BF01"	"akarbóz"	"acarbose"	"acarbóz"	1001
"A10BF02"	"miglitol"	"miglitol"	"miglitol"	1001
"A10BF03"	"voglibose"	"voglibose"	"voglibose"	1001
"A10BG"	"thiazolidinediones"	"thiazolidinediones"		1001
"A10BG01"	"troglitazone"	"troglitazone"	"troglitazone"	1001
"A10BG02"	"rosiglitazone"	"rosiglitazone"	"rosiglitazon"	1001
"A10BG03"	"pioglitazone"	"pioglitazone"	"pioglitazon"	1001
"A10BH"	"dipeptidyl peptidáz gátlók"	"dipeptidyl peptidase 4 (dpp-4) inhibitors"		1001
"A10BH01"	"sitagliptine"	"sitagliptine"	"sitagliptine"	1001
"A10BH02"	"vildagliptin"	"vildagliptin"	"vildagliptin"	1001
"A10BH03"	"saxagliptin"	"saxagliptin"	"saxagliptin"	1001
"A10BH04"	"alogliptin"	"alogliptin"	"alogliptin"	1001
"A10BH05"	"linagliptin"	"linagliptin"	"linagliptin"	1001
"A10BX"	"egyéb orális antidiabetikumok"	"other oral blood glucose lowering drugs"		1001
"A10BX01"	"guar gum"	"guar gum"	"guar gum"	1001
"A10BX02"	"repaglinide"	"repaglinide"	"repaglinid"	1001
"A10BX03"	"nateglinide"	"nateglinide"	"nateglinid"	1001
"A10BX04"	"exenatide"	"exenatide"	"exenatide"	1001
"A10BX07"	"liraglutide"	"liraglutide"	"liraglutide"	1001
"A10BX09"	"dapagliflozin"	"dapagliflozin"	"dapagliflozin"	1001
"A10BX10"	"lixisenatide"		"lixisenatide"	1001
"A10BX11"	"kanagliflozin"	"canagliflozin"	"kanagliflozin"	1001
"A10BX12"	"empagliflozin"	"empagliflozin"	"empagliflozin"	1001
"A10BX14"	"dulaglutid"	"dulaglutide"	"dulaglutid"	1001
"A10X"	"diabétesz kezelésében használatos egyéb gyógyszerek"	"other drugs used in diabetes"		1001
"A10XA"	"aldóz reduktáz inhibítorok"	"aldose reductase inhibitors"		1001
"A10XA01"	"tolrestat"	"tolrestat"	"tolrestat"	1001
"A11"	"vitaminok"	"vitamins"		1001
"A11A"	"multivitamin kombinációk"	"multivitamins, combinations"		1001
"A11AA"	"multivitaminok és ásványi anyagok kombinációi"	"multivitamins with minerals"		1001
"A11AA01"	"multivitamin és vas kombinációk"	"multivitamins and iron"	"multivitamin és vas kombinációk"	1001
"A11AA02"	"multivitamin és kalcium"	"multivitamins and calcium"	"multivitamin és kalcium"	1001
"A11AA03"	"multivitamin és egyéb ásványi anyagok"	"multivitamins and other minerals, incl. combinations"	"multivitaminok és egyéb ásványi anyagok"	1001
"A11AA04"	"multivitamin és nyomelemek"	"multivitamins and trace elements"	"multivitamin és nyomelemek"	1001
"A11AB"	"multivitamin, egyéb kombinációk"	"multivitamins, other combinations"		1001
"A11AB19"	"multivitaminok, egyéb kombinációk, k.m.n."		"multivitaminok, egyéb kombinációk, k.m.n."	1001
"A11B"	"multivitaminok önmagukban"	"multivitamins, plain"		1001
"A11BA"	"multivitaminok önmagukban"	"multivitamins, plain"		1001
"A11BA15"	"vitaminok"		"vitaminok"	1001
"A11BA16"				1001
"A11BA17"				1001
"A11BA18"				1001
"A11BA19"	"multivitaminok önmagukban, k.m.n. (2)"		"multivitaminok önmagukban, k.m.n. (2)"	1001
"A11C"	"a- és d-vitamin, beleértve a kettõ  kombinációját"	"vitamin a and d, incl. combinations of the two"		1001
"A11CA"	"a-vitamin önmagában"	"vitamin a, plain"		1001
"A11CA01"	"retinol"	"retinol (vit a)"	"retinol (a-vitamin)"	1001
"A11CA02"	"betakarotin"		"betakarotin"	1001
"A11CB"	"a- és d-vitamin kombinációi"	"vitamin a and d in combination"		1001
"A11CC"	"d-vitamin és analógjai"	"vitamin d and analogues"		1001
"A11CC01"	"ergocalciferol"	"ergocalciferol"	"ergocalciferol"	1001
"A11CC02"	"dihidrotachiszterol"	"dihydrotachysterol"	"dihidrotachiszterol"	1001
"A11CC03"	"alfa-kalcidiol"	"alfacalcidol"	"alfakalcidol"	1001
"A11CC04"	"kalcitriol"	"calcitriol"	"kalcitriol"	1001
"A11CC05"	"kolekalciferol"	"colecalciferol"	"kolekalciferol"	1001
"A11CC06"	"calcifediol"	"calcifediol"	"calcifediol"	1001
"A11CC07"	"paricalcitol"	"paricalcitol"	"paricalcitol"	1001
"A11CC20"	"combinations"	"combinations"	"combinations"	1001
"A11D"	"egykomponensû b1-vitamin és kombinációi b6- és b12-vitaminnal"	"vitamin b1, plain and in combination with vitamin b6 and b12"		1001
"A11DA"	"thiamin (b1-vitamin) önmagában"	"vitamin b1, plain"		1001
"A11DA01"	"tiamin"	"thiamine (vit b1)"	"tiamin (b1-vitamin)"	1001
"A11DA02"	"sulbutiamine"	"sulbutiamine"	"sulbutiamine"	1001
"A11DA03"	"benfotiamin"		"benfotiamin"	1001
"A11DA18"	"kokarboxiláz"		"kokarboxiláz"	1001
"A11DA19"	"benfotiamin"		"benfotiamin"	1001
"A11DB"	"b1-vitamin kombinációi b6- és/vagy b12-vitaminnal"	"vitamin b1 in combination with vitamin b6 and/or vitamin b12"		1001
"A11DB01"	"benfotiamine+"		"benfotiamine+"	1001
"A11DB02"				1001
"A11DB03"				1001
"A11DB16"				1001
"A11DB17"	"b1-vitamin kombinációi b6 és/vagy b12-vitaminnal, k.m.n. (1)"		"b1-vitamin kombinációi b6 és/vagy b12-vitaminnal, k.m.n. (1)"	1001
"A11DB18"	"b1-vitamin kombinációi b6 és/vagy b12-vitaminnal, k.m.n. (2)"		"b1-vitamin kombinációi b6 és/vagy b12-vitaminnal, k.m.n. (2)"	1001
"A11DB19"	"benfotiamine+"		"b1-vitamin kombinációi b6 és/vagy b12-vitaminnal, k.m.n. (3)"	1001
"A11E"	"vitamin b-komplex és kombinációi"	"vitamin b-complex, incl. combinations"		1001
"A11EA"	"b-vitamin komplex önmagában"	"vitamin b-complex, plain"		1001
"A11EA18"	"vitamin b komplex"		"b-vitamin-komplex önmagában, k.m.n.(1)"	1001
"A11EA19"	"vitamin b komplex"		"b-vitamin-komplex önmagában, k.m.n.(2)"	1001
"A11EB"	"b-vitaminkomplex c-vitaminnal"	"vitamin b-complex with vitamin c"		1001
"A11EC"	"b-vitamin komplex és ásványi anyagok kombinációi"	"vitamin b-complex with minerals"		1001
"A11ED"	"b-vitamin komplex anabolikus szteroidokkal"	"vitamin b-complex with anabolic steroids"		1001
"A11EX"	"b-vitamin komplex egyéb kombinációi"	"vitamin b-complex, other combinations"		1001
"A11G"	"aszkorbinsav (c-vitamin) és kombinációi"	"ascorbic acid (vitamin c), incl. combinations"		1001
"A11GA"	"egykomponensû aszkorbinsav (c-vitamin)"	"ascorbic acid (vitamin c), plain"		1001
"A11GA01"	"aszkorbinsav"	"ascorbic acid (vit c)"	"ascorbinsav (c-vitamin)"	1001
"A11GB"	"aszkorbinsav (c-vitamin) kombinációi"	"ascorbic acid (vitamin c), combinations"		1001
"A11GB01"	"aszkorbinsav - kalcium kombinációk"	"ascorbic acid (vit c) and calcium"	"aszkorbinsav - kalcium kombinációk"	1001
"A11H"	"egyéb vitamin-készítmények önmagukban"	"other plain vitamin preparations"		1001
"A11HA"	"egyéb vitamin-készítmények önmagukban"	"other plain vitamin preparations"		1001
"A11HA01"	"nicotinamide"	"nicotinamide"	"nicotinamide"	1001
"A11HA02"	"piridoxin"	"pyridoxine (vit b6)"	"pyridoxin (b6-vitamin)"	1001
"A11HA03"	"e-vitamin (alfa-tokoferol)"	"tocopherol (vit e)"	"tokoferol (e-vitamin)"	1001
"A11HA04"	"riboflavin (vit b2)"	"riboflavin (vit b2)"	"riboflavin (vit b2)"	1001
"A11HA05"	"biotin"	"biotin"	"biotin"	1001
"A11HA06"	"pyridoxal phosphate"	"pyridoxal phosphate"	"pyridoxal phosphate"	1001
"A11HA07"	"inositol"	"inositol"	"inositol"	1001
"A11HA30"	"dexpantenol"	"dexpanthenol"	"dexpantenol"	1001
"A11HA31"	"calcium pantothenate"	"calcium pantothenate"	"calcium pantothenate"	1001
"A11HA32"	"pantethine"	"pantethine"	"pantethine"	1001
"A11J"	"egyéb vitamin-készítmény kombinációk"	"other vitamin products, combinations"		1001
"A11JA"	"vitaminok kombinációi egymással"	"combinations of vitamins"		1001
"A11JA19"	"vitaminok kombinációi egymással"		"vitaminok kombinációi egymással"	1001
"A11JB"	"vitaminok és ásványok kombinációi"	"vitamins with minerals"		1001
"A11JB15"				1001
"A11JB16"	"vitaminok és ásványok kombinációi"		"vitaminok és ásványok kombinációi"	1001
"A11JB17"	"vitaminok és ásványok kombinációi"		"vitaminok és ásványok kombinációi"	1001
"A11JB18"	"vitaminok és ásványok kombinációi"		"vitaminok és ásványok kombinációi"	1001
"A11JB19"	"vitaminok és ásványok kombinációja"		"vitaminok és ásványok kombinációja"	1001
"A11JC"	"vitaminok egyéb kombinációi"	"vitamins, other combinations"		1001
"A11JC18"				1001
"A11JC19"	"vitaminok"		"vitaminok"	1001
"A12"	"ásványi sók"	"mineral supplements"		1001
"A12A"	"kalcium"	"calcium"		1001
"A12AA"	"kalcium"	"calcium"		1001
"A12AA01"	"calcium phosphate"	"calcium phosphate"	"calcium phosphate"	1001
"A12AA02"	"calcium glubionate"	"calcium glubionate"	"calcium glubionate"	1001
"A12AA03"	"kalcium-glukonát"	"calcium gluconate"	"kalcium-glukonát"	1001
"A12AA04"	"kalcium-karbonát"	"calcium carbonate"	"kalcium-karbonát"	1001
"A12AA05"	"calcium lactate"	"calcium lactate"	"calcium lactate"	1001
"A12AA06"	"kalcium-laktát-glukonát"	"calcium lactate gluconate"	"kalcium-laktát-glukonát"	1001
"A12AA07"	"calcium chloride"	"calcium chloride"	"calcium chloride"	1001
"A12AA08"	"calcium glycerylphosphate"	"calcium glycerylphosphate"	"calcium glycerylphosphate"	1001
"A12AA09"	"calcium citrate lysine complex"	"calcium citrate lysine complex"	"calcium citrate lysine complex"	1001
"A12AA10"	"calcium glucoheptonate"	"calcium glucoheptonate"	"calcium glucoheptonate"	1001
"A12AA11"	"calcium pangamate"	"calcium pangamate"	"calcium pangamate"	1001
"A12AA12"	"calcium acetate anhydrous"	"calcium acetate anhydrous"	"calcium acetate anhydrous"	1001
"A12AA13"	"calcium citrate"	"calcium citrate"	"calcium citrate"	1001
"A12AA19"	"calcium (a12aa19)"		"calcium (a12aa19)"	1001
"A12AA20"	"kalcium és különbözõ sók kombinációi"	"calcium (different salts in combination)"	"kalcium és különböz? sók kombinációi"	1001
"A12AA30"	"calcium laevulate"	"calcium laevulate"	"calcium laevulate"	1001
"A12AX"	"kalcium kombinációi más gyógyszerrel"	"calcium, combinations with other drugs"		1001
"A12AX17"	"kalcium kombinációi más gyógyszerrel"		"kalcium kombinációi más gyógyszerrel"	1001
"A12AX19"	"kalcium-hidrogén-foszfát kombinációk"		"kalcium-hidrogén-foszfát kombinációk"	1001
"A12B"	"kálium"	"potassium"		1001
"A12BA"	"kálium"	"potassium"		1001
"A12BA01"	"kálium-klorid"	"potassium chloride"	"kálium-klorid"	1001
"A12BA02"	"kálium-citrát"	"potassium citrate"	"potassium citrate"	1001
"A12BA03"	"potassium hydrogentartrate"	"potassium hydrogentartrate"	"potassium hydrogentartrate"	1001
"A12BA04"	"potassium hydrogencarbonate"	"potassium hydrogencarbonate"	"potassium hydrogencarbonate"	1001
"A12BA05"	"potassium gluconate"	"potassium gluconate"	"potassium gluconate"	1001
"A12BA30"	"combinations"	"combinations"	"combinations"	1001
"A12BA51"	"potassium chloride, combinations"	"potassium chloride, combinations"	"potassium chloride, combinations"	1001
"A12BA52"				1001
"A12C"	"egyéb ásványi anyagok"	"other mineral supplements"		1001
"A12CA"	"nátrium"	"sodium"		1001
"A12CA01"	"sodium chloride"	"sodium chloride"	"sodium chloride"	1001
"A12CA02"	"sodium sulfate"	"sodium sulfate"	"sodium sulfate"	1001
"A12CB"	"cink"	"zinc"		1001
"A12CB01"	"zinc sulfate"	"zinc sulfate"	"zinc sulfate"	1001
"A12CB02"	"zinc gluconate"	"zinc gluconate"	"zinc gluconate"	1001
"A12CB03"	"zinc protein complex"	"zinc protein complex"	"zinc protein complex"	1001
"A12CC"	"magnézium"	"magnesium"		1001
"A12CC01"	"magnesium chloride"	"magnesium chloride"	"magnesium chloride"	1001
"A12CC02"	"magnézium-szulfát"	"magnesium sulfate"	"magnézium-szulfát"	1001
"A12CC03"	"magnesium gluconate"	"magnesium gluconate"	"magnesium gluconate"	1001
"A12CC04"	"magnesium citrate"	"magnesium citrate"	"magnézium-citrát"	1001
"A12CC05"	"magnesium aspartate"	"magnesium aspartate"	"magnesium aspartate"	1001
"A12CC06"	"magnézium-laktát"	"magnesium lactate"	"magnézium-laktát"	1001
"A12CC07"	"magnesium levulinate"	"magnesium levulinate"	"magnesium levulinate"	1001
"A12CC08"	"magnesium pidolate"	"magnesium pidolate"	"magnesium pidolate"	1001
"A12CC09"	"magnézium-orotát"	"magnesium orotate"	"magnézium-orotát"	1001
"A12CC10"	"magnézium-oxid"		"magnézium-oxid"	1001
"A12CC30"	"magnézium és különbözõ sók kombinációi"	"magnesium (different salts in combination)"	"magnézium és különböz? sók kombinációi"	1001
"A12CC55"	"magnézium-aszpartát kombinációk"		"magnézium, k.m.n.(1)"	1001
"A12CC69"	"magnézium-oxid kombinációk"		"magnézium-oxid kombinációk"	1001
"A12CD"	"fluorid"	"fluoride"		1001
"A12CD01"	"nátrium-fluorid"	"sodium fluoride"	"nátrium-fluorid"	1001
"A12CD02"	"sodium monofluorophosphate"	"sodium monofluorophosphate"	"sodium monofluorophosphate"	1001
"A12CD51"	"fluoride, combinations"	"fluoride, combinations"	"fluoride, combinations"	1001
"A12CD52"	"fluorid ion+"		"fluorid-sók, kombinációk, egyéb"	1001
"A12CE"	"szelén"	"selenium"		1001
"A12CE01"	"sodium selenate"	"sodium selenate"	"sodium selenate"	1001
"A12CE02"	"sodium selenite"		"sodium selenite"	1001
"A12CX"	"egyéb ásványi készítmények"	"other mineral products"		1001
"A12CX19"	"jód sók"		"jód sók"	1001
"A13"	"roboráló szerek"	"tonics"		1001
"A13A"	"roboráló szerek"	"tonics"		1001
"A14"	"szisztemás anabolikumok"	"anabolic agents for systemic use"		1001
"A14A"	"szteroid anabolikumok"	"anabolic steroids"		1001
"A14AA"	"androstan származékok"	"androstan derivatives"		1001
"A14AA01"	"androstanolone"	"androstanolone"	"androstanolone"	1001
"A14AA02"	"stanozolol"	"stanozolol"	"stanozolol"	1001
"A14AA03"	"metandienone"	"metandienone"	"metandienone"	1001
"A14AA04"	"metenolone"	"metenolone"	"metenolone"	1001
"A14AA05"	"oxymetholone"	"oxymetholone"	"oxymetholone"	1001
"A14AA06"	"quinbolone"	"quinbolone"	"quinbolone"	1001
"A14AA07"	"prasterone"	"prasterone"	"prasterone"	1001
"A14AA08"	"oxandrolone"	"oxandrolone"	"oxandrolone"	1001
"A14AA09"	"norethandrolone"	"norethandrolone"	"norethandrolone"	1001
"A14AB"	"oestron származékok"	"estren derivatives"		1001
"A14AB01"	"nandrolon"	"nandrolone"	"nandrolon"	1001
"A14AB02"	"ethylestrenol"	"ethylestrenol"	"ethylestrenol"	1001
"A14AB03"	"oxabolone cipionate"	"oxabolone cipionate"	"oxabolone cipionate"	1001
"A14B"	"egyéb anabolikus anyagok"	"other anabolic agents"		1001
"A15"	"étvágygerjesztõk"	"appetite stimulants"		1001
"A16"	"tápcsatorna és anyagcsere egyéb gyógyszerei"	"other alimentary tract and metabolism products"		1001
"A16A"	"tápcsatorna és anyagcsere egyéb gyógyszerei"	"other alimentary tract and metabolism products"		1001
"A16AA"	"aminósavak és aminósav származékok"	"amino acids and derivatives"		1001
"A16AA01"	"levocarnitine"	"levocarnitine"	"levocarnitine"	1001
"A16AA02"	"ademetionine"	"ademetionine"	"ademetionine"	1001
"A16AA03"	"levoglutamide"	"levoglutamide"	"levoglutamide"	1001
"A16AA04"	"mercaptamine"	"mercaptamine"	"mercaptamine"	1001
"A16AA05"	"carglutaminsav"		"carglutaminsav"	1001
"A16AA06"	"betain"		"betain"	1001
"A16AB"	"enzimek"	"enzymes"		1001
"A16AB01"	"alglucerase"	"alglucerase"	"alglucerase"	1001
"A16AB02"	"imiglucerase"	"imiglucerase"	"imiglucerase"	1001
"A16AB03"	"agalsidase alfa"		"agalsidase alfa"	1001
"A16AB04"	"agalsidase beta"		"agalsidase béta"	1001
"A16AB05"	"laronidase"		"laronidase"	1001
"A16AB06"	"sarcosidase"	"sarcosidase"	"sarcosidase"	1001
"A16AB07"	"alglucosidase alfa"	"alglucosidase alfa"	"alglucosidase alfa"	1001
"A16AB08"	"galsulfase"	"galsulfase"	"galsulfase"	1001
"A16AB09"	"idursulfase"	"idursulfase"	"idursulfase"	1001
"A16AB10"	"velaglucerase alfa"	"velaglucerase alfa"	"velaglucerase alfa"	1001
"A16AB12"	"eloszulfáz alfa"	"elosulfase alfa"	"eloszulfáz alfa"	1001
"A16AX"	"tápcsatorna és anyagcsere egyéb gyógyszerei"	"various alimentary tract and metabolism products"		1001
"A16AX01"	"liponsav"	"tioctic acid"	"tioctinsav"	1001
"A16AX02"	"anethole trithione"	"anethole trithione"	"anethole trithione"	1001
"A16AX03"	"sodium phenylbutyrate"	"sodium phenylbutyrate"	"sodium phenylbutyrate"	1001
"A16AX04"	"nitisinone"	"nitisinone"	"nitisinone"	1001
"A16AX05"	"cink-acetát"		"cink-acetát"	1001
"A16AX06"	"miglustat"		"miglustat"	1001
"A16AX07"	"sapropterin"	"sapropterin"	"sapropterin"	1001
"A16AX51"				1001
"B"	"vér és vérképzõszerek"	"blood and blood forming organs"		1001
"B01"	"antikoagulánsok"	"antithrombotic agents"		1001
"B01A"	"antikoagulánsok"	"antithrombotic agents"		1001
"B01AA"	"k-vitamin antagonisták"	"vitamin k antagonists"		1001
"B01AA01"	"dicoumarol"	"dicoumarol"	"dicoumarol"	1001
"B01AA02"	"phenindione"	"phenindione"	"phenindione"	1001
"B01AA03"	"warfarin"	"warfarin"	"warfarin"	1001
"B01AA04"	"phenprocoumon"	"phenprocoumon"	"phenprocoumon"	1001
"B01AA07"	"acenokumarol"	"acenocoumarol"	"acenokumarol"	1001
"B01AA08"	"ethyl biscoumacetate"	"ethyl biscoumacetate"	"ethyl biscoumacetate"	1001
"B01AA09"	"clorindione"	"clorindione"	"clorindione"	1001
"B01AA10"	"diphenadione"	"diphenadione"	"diphenadione"	1001
"B01AA11"	"tioclomarol"	"tioclomarol"	"tioclomarol"	1001
"B01AB"	"heparin csoport"	"heparin group"		1001
"B01AB01"	"heparin"	"heparin"	"heparin"	1001
"B01AB02"	"antithrombin iii"	"antithrombin iii"	"antitrombin-iii"	1001
"B01AB04"	"dalteparin"	"dalteparin"	"dalteparin"	1001
"B01AB05"	"enoxaparin"	"enoxaparin"	"enoxaparin"	1001
"B01AB06"	"nadroparin"	"nadroparin"	"nadroparin"	1001
"B01AB07"	"parnaparin"	"parnaparin"	"parnaparin"	1001
"B01AB08"	"reviparin"	"reviparin"	"reviparin"	1001
"B01AB09"	"danaparoid"	"danaparoid"	"danaparoid"	1001
"B01AB10"	"tinzaparin"	"tinzaparin"	"tinzaparin"	1001
"B01AB11"	"sulodexide"	"sulodexide"	"sulodexid"	1001
"B01AB12"	"bemiparin"		"bemiparin"	1001
"B01AB18"	"heparin (ld)(kis molekulatömegû)"		"heparin (ld)(kis molekulatömeg?)"	1001
"B01AB19"	"nátrium-pentozánpoliszulfát"		"heparin csoport, k.m.n."	1001
"B01AB51"	"heparin, combinations"	"heparin, combinations"	"heparin, combinations"	1001
"B01AC"	"thrombocita aggregációt gátlók, a heparint kivéve"	"platelet aggregation inhibitors excl. heparin"		1001
"B01AC01"	"ditazole"	"ditazole"	"ditazole"	1001
"B01AC02"	"cloricromen"	"cloricromen"	"cloricromen"	1001
"B01AC03"	"picotamide"	"picotamide"	"picotamide"	1001
"B01AC04"	"clopidogrel"	"clopidogrel"	"clopidogrel"	1001
"B01AC05"	"ticlopidin"	"ticlopidine"	"ticlopidin"	1001
"B01AC06"	"acetilszalicilsav"	"acetylsalicylic acid"	"acetilszalicilsav"	1001
"B01AC07"	"dipyridamole"	"dipyridamole"	"dipyridamole"	1001
"B01AC08"	"carbasalate calcium"	"carbasalate calcium"	"carbasalate calcium"	1001
"B01AC09"	"epoprostenol"	"epoprostenol"	"epoprostenol"	1001
"B01AC10"	"indobufen"	"indobufen"	"indobufen"	1001
"B01AC11"	"iloprost"	"iloprost"	"iloprost"	1001
"B01AC13"	"abciximab"	"abciximab"	"abciximab"	1001
"B01AC14"	"anagrelide"	"anagrelide"	"anagrelide"	1001
"B01AC15"	"aloxiprin"	"aloxiprin"	"aloxiprin"	1001
"B01AC16"	"eptifibatide"	"eptifibatide"	"eptifibatid"	1001
"B01AC17"	"tirofiban"	"tirofiban"	"tirofiban"	1001
"B01AC18"	"triflusal"	"triflusal"	"triflusal"	1001
"B01AC19"	"beraprost"	"beraprost"	"beraprost"	1001
"B01AC21"	"treprostinil"	"treprostinil"	"treprostinil"	1001
"B01AC22"	"prasugrel"	"prasugrel"	"prasugrel"	1001
"B01AC23"	"cilostazol"	"cilostazol"	"cilostazol"	1001
"B01AC24"	"ticagrelor"	"ticagrelor"	"ticagrelor"	1001
"B01AC29"	"tirofiban"		"tirofiban"	1001
"B01AC30"	"thrombocyta aggregatiót gátlók kombinációi, kivéve heparin"	"combinations"	"thrombocyta aggregatiót gátlók kombinációi, kivéve heparin"	1001
"B01AC56"	"acetilszalicilsav és ezomeprazol"	"acetylsalicylic acid, esomeprazole"	"acetilszalicilsav és ezomeprazol"	1001
"B01AD"	"enzimek"	"enzymes"		1001
"B01AD01"	"streptokináz"	"streptokinase"	"streptokináz"	1001
"B01AD02"	"altepláz"	"alteplase"	"altepláz"	1001
"B01AD03"	"anistreplase"	"anistreplase"	"anistreplase"	1001
"B01AD04"	"urokináz"	"urokinase"	"urokinase"	1001
"B01AD05"	"fibrinolysin"	"fibrinolysin"	"fibrinolysin"	1001
"B01AD06"	"brinase"	"brinase"	"brinase"	1001
"B01AD07"	"reteplase"	"reteplase"	"reteplase"	1001
"B01AD08"	"saruplase"	"saruplase"	"saruplase"	1001
"B01AD09"	"ancrod"	"ancrod"	"ancrod"	1001
"B01AD10"	"drotrecogin-alfa"		"drotrecogin-alfa"	1001
"B01AD11"	"tenecteplase"		"tenecteplase"	1001
"B01AD12"	"protein c"	"protein c"	"protein c"	1001
"B01AD51"				1001
"B01AE"	"direktn thrombin gátlók"			1001
"B01AE01"	"desirudin"	"desirudin"	"desirudin"	1001
"B01AE02"	"lepirudin"	"lepirudin"	"lepirudin"	1001
"B01AE03"	"argatroban"	"argatroban"	"argatroban"	1001
